Wall time,Step,Value
1638586910.4171917,8753,4.727684497833252
1638586914.7779448,8777,5.220715045928955
1638586915.0591366,8779,4.321288108825684
1638586982.5883148,9153,5.318329334259033
1638587000.7938223,9253,5.185186862945557
1638587007.8984315,9292,5.1656928062438965
1638587014.4379113,9328,5.299969673156738
1638587021.748602,9360,5.287354946136475
1638587087.209783,9713,5.2151265144348145
1638587094.561844,9754,5.253276348114014
1638587109.6491776,9838,4.380620002746582
1638587115.1288722,9868,5.084275245666504
1638587119.971126,9895,5.086216926574707
1638587124.0768917,9918,5.289614200592041
1638587129.882559,9950,5.327732563018799
1638587135.2559574,9980,5.2237772941589355
1638587151.1693778,10064,5.299790859222412
1638587156.067524,10091,5.362887859344482
1638587161.730564,10122,5.252674102783203
1638587174.4982543,10192,5.1458353996276855
1638587220.3160934,10446,5.184040069580078
1638587233.5116656,10519,5.237123966217041
1638587256.0814688,10644,5.219732284545898
1638587256.444038,10646,5.2872419357299805
1638587267.598589,10708,5.3854193687438965
1638587324.523268,11024,5.2113871574401855
1638587341.6844282,11119,5.130701065063477
1638587469.7125697,11820,5.080113887786865
1638587478.3398197,11868,5.090799808502197
1638587507.3172843,12028,5.097901821136475
1638587516.2217543,12077,5.253403186798096
1638587561.2667513,12317,5.076684951782227
1638587568.1693234,12355,5.200444221496582
1638587576.0997462,12399,5.186529159545898
1638587590.204625,12477,4.33241605758667
1638587667.737688,12906,5.233604431152344
1638587676.363945,12945,5.319512367248535
1638587741.642219,13305,5.181044578552246
1638587756.76887,13389,5.245858669281006
1638587781.029918,13523,5.313549041748047
1638587786.0431795,13551,5.057572841644287
1638587799.2268276,13624,5.333585262298584
1638587802.6877933,13643,5.194984436035156
1638587803.592532,13648,4.999714374542236
1638587831.876725,13803,5.100821018218994
1638587840.426285,13850,5.092723369598389
1638587862.426669,13972,5.125458717346191
1638587876.0042531,14047,5.016810894012451
